"lon","lat","Class"
-82.54968,38.79833,"A"
-82.55177,38.79381,"A"
-82.52238,39.39935,"A"
-81.54855,39.46019,"A"
-83.28128,38.83859,"A"
-80.93665,41.81835,"A"
-82.24257,39.45789,"A"
-80.55217,40.76533,"A"
-80.57164,40.6807,"A"
-81.85331,39.28537,"A"
-81.51075,40.67979,"A"
-84.09158,39.74961,"A"
-84.54476,41.34728,"A"
-83.00142,39.89203,"A"
-81.63656,40.17699,"A"
-84.79429,39.37509,"A"
-84.80138,39.37215,"A"
-81.1438,41.7164,"A"
-83.6118,40.6445,"A"
-81.1351,41.5325,"A"
-80.58163,41.81902,"A"
-80.6937,40.39103,"A"
-80.78826,40.2831,"A"
-82.67252,40.00915,"A"
-80.9835,41.1174,"A"
-83.26393,39.17257,"A"
-84.62567,39.70042,"A"
-82.48699,40.61236,"A"
-83.12873,38.83628,"A"
-81.0758,40.74451,"A"
-80.76735,41.36755,"A"
-81.67339,39.38745,"A"
-81.19895,40.75872,"A"
-82.93085,38.79215,"A"
-81.62379,41.23638,"A"
-83.5556,40.04792,"A"
-82.26236,40.60787,"A"
-83.0363,39.10611,"A"
-81.15694,41.30407,"A"
-82.97854,38.74899,"A"
-82.1013,39.64193,"A"
-82.0101,41.03,"A"
-80.57593,40.68935,"A"
-81.98721,39.90416,"A"
-84.45905,39.49695,"A"
-80.64831,40.77972,"A"
-82.29486,40.85035,"A"
-81.65929,39.3731,"A"
-83.11422,39.49265,"A"
-81.39101,39.54739,"A"
-81.17155,41.13356,"A"
-82.44401,40.92276,"A"
-81.4311,41.10765,"A"
-84.21719,40.80725,"A"
-84.14493,39.89172,"A"
-82.2244,39.4484,"A"
-83.13585,39.20212,"A"
-82.70263,39.74107,"A"
-82.66616,38.54852,"A"
-81.96419,41.06648,"A"
-82.47604,39.17029,"A"
-82.41166,39.14299,"A"
-81.69818,40.08946,"A"
-82.28814,40.05998,"A"
-82.32669,39.48219,"A"
-81.15622,40.7343,"A"
-83.9374,40.6559,"A"
-81.26217,40.54605,"A"
-81.77677,41.02572,"A"
-81.79669,41.06019,"A"
-80.6616,40.42591,"A"
-81.20629,41.44442,"A"
-82.82576,40.46339,"A"
-80.89096,41.42579,"A"
-81.5117,40.1218,"A"
-81.61014,39.92781,"A"
-82.82214,40.5896,"A"
-83.51394,39.96627,"A"
-81.81317,41.12012,"A"
-81.22075,41.57231,"A"
-83.0556,40.26494,"A"
-82.87663,40.50945,"A"
-82.71107,38.60551,"A"
-81.18352,40.71737,"A"
-83.0337,40.08159,"A"
-81.5745,41.29621,"A"
-80.51186,41.05304,"A"
-81.56232,40.10801,"A"
-81.56255,41.2584,"A"
-83.80582,38.81772,"A"
-84.36874,39.63662,"A"
-80.77592,41.09087,"A"
-81.32809,40.36831,"A"
-80.97507,40.95818,"A"
-81.1124,41.15384,"A"
-82.14285,38.9264,"A"
-81.39331,40.47672,"A"
-80.95952,41.81287,"A"
-81.60576,41.23739,"A"
-96.30222,34.29861,"A"
-95.70208,35.70166,"A"
-96.75361,33.89444,"A"
-97.479,35.74111,"A"
-95.01167,34.39639,"A"
-94.65639,34.44333,"A"
-98.31556,34.9575,"A"
-94.84861,34.61361,"A"
-94.70667,34.78833,"A"
-96.972,34.495,"A"
-94.83,35.92806,"A"
-97.1225,36.02306,"A"
-98.575,35.50556,"A"
-96.66528,34.86111,"A"
-98.34056,35.10278,"A"
-97.45694,35.64389,"A"
-97.03333,35.97389,"A"
-94.55944,34.59583,"A"
-95.80417,36.91528,"A"
-96.968,35.86972,"A"
-95.97,35.27056,"A"
-98.13028,35.33389,"A"
-95.62278,34.11306,"A"
-96.60222,35.26808,"A"
-95.74556,36.18889,"A"
-97.33528,35.27639,"A"
-97.21555,35.42014,"A"
-94.7325,34.689,"A"
-95.60667,35.7575,"A"
-95.26167,34.92333,"A"
-97.5625,35.24194,"A"
-99.1702,35.3011,"A"
-97.07361,33.82444,"A"
-98.62833,34.62944,"A"
-95.65417,34.81417,"A"
-97.00389,35.68583,"A"
-95.97023,35.36895,"A"
-96.21,34.25,"A"
-94.68028,34.36778,"A"
-95.94727,35.2933,"A"
-96.12164,36.62116,"A"
-96.36707,36.03501,"A"
-96.63857,34.21174,"A"
-98.61497,34.76134,"A"
-94.78227,36.4168,"A"
-121.9123,45.65125,"A"
-123.3471,45.63606,"A"
-122.8889,45.63893,"A"
-123.7027,45.06215,"A"
-123.3604,44.55505,"A"
-122.3876,45.4237,"A"
-121.9524,44.27795,"A"
-123.5469,45.5891,"A"
-123.3768,45.59669,"A"
-122.533,45.12545,"A"
-117.991,45.84175,"A"
-124.2,40.1,"A"
-118.0811,45.99215,"A"
-118.9491,44.39104,"A"
-118.42,45.5,"A"
-124.53,42.82,"A"
-122.9903,45.48204,"A"
-123.866,45.75449,"A"
-122.6397,44.8633,"A"
-124.3,42.07,"A"
-124.3,42.08,"A"
-121.5835,45.3725,"A"
-123.175,43.225,"A"
-123.875,43.54165,"A"
-121.9139,45.33175,"A"
-122.1884,45.55364,"A"
-123.3833,42.375,"A"
-122.4163,45.3894,"A"
-123.449,42.39031,"A"
-122.0505,44.23861,"A"
-123.4166,44.58335,"A"
-121.8735,45.63923,"A"
-118.875,45.46571,"A"
-123.975,44.19167,"A"
-121.726,44.42565,"A"
-118.1253,45.9957,"A"
-121.4755,44.2157,"A"
-121.8955,43.5705,"A"
-122.1,43.6165,"A"
-123.694,45.0608,"A"
-118.415,44.825,"A"
-122.4888,45.0837,"A"
-122.3352,45.5145,"A"
-118.9665,44.08,"A"
-122.1629,42.8673,"A"
-123.1611,43.3029,"A"
-123.6416,42.24165,"A"
-124.0598,43.2547,"A"
-122.475,42.6,"A"
-121.6796,45.274,"A"
-122.1814,43.3622,"A"
-122.0802,43.08929,"A"
-123.311,43.5251,"A"
-118.3692,44.9723,"A"
-121.1537,44.8464,"A"
-117.2022,45.0018,"A"
-118.6016,45.5789,"A"
-123.9513,46.19945,"A"
-124.1214,43.9311,"A"
-123.5381,42.1533,"A"
-124.0133,46.2262,"A"
-122.095,44.7679,"A"
-122.1384,44.56625,"A"
-123.4034,42.354,"A"
-122.1954,43.31815,"A"
-121.9165,45.33,"A"
-123.972,45.145,"A"
-124.2148,42.28445,"A"
-122.585,44.915,"A"
-118.5654,45.6605,"A"
-123.5585,43.2073,"A"
-123.2725,42.02106,"A"
-123.6956,45.06881,"A"
-121.8388,45.31061,"A"
-121.9584,44.5295,"A"
-122.2347,44.95023,"A"
-123.6216,42.16024,"A"
-121.7084,45.8417,"A"
-77.8768,41.7655,"A"
-78.65621,41.9548,"A"
-79.56702,40.05148,"A"
-78.42314,40.97015,"A"
-79.8765,40.357,"A"
-80.54177,41.91826,"A"
-76.804,41.4065,"A"
-77.27178,39.76366,"A"
-79.9167,40.5833,"A"
-78.377,41.01865,"A"
-79.6575,40.5258,"A"
-80.0107,40.6166,"A"
-79.7668,40.5278,"A"
-75.06665,40.4225,"A"
-80.25475,40.52825,"A"
-75.37814,40.37726,"A"
-79.16817,40.32247,"A"
-75.205,41.115,"A"
-78.5826,41.12782,"A"
-78.66863,41.97226,"A"
-71.5,41.45,"A"
-71.65183,41.432,"A"
-71.6568,41.98067,"A"
-79.65835,36.86345,"A"
-80.3891,34.59,"A"
-78.9211,33.72,"A"
-81.61264,32.98597,"A"
-83.11639,34.65375,"A"
-80.156,33.007,"A"
-80.074,34.374,"A"
-82.38998,34.52414,"A"
-80.316,33.096,"A"
-81.359,33.245,"A"
-79.1246,34.08725,"A"
-81.70052,34.53654,"A"
-82.56786,34.45025,"A"
-102.3971,43.35851,"A"
-101.7312,43.4471,"A"
-103.4966,43.89875,"A"
-99.1903,43.37663,"A"
-84.28315,35.2597,"A"
-89.63499,35.537,"A"
-86.465,35.11417,"A"
-89.48666,36.09583,"A"
-87.19556,35.20416,"A"
-87.25375,35.94,"A"
-84.3046,35.1013,"A"
-86.5101,35.988,"A"
-84.0475,35.5559,"A"
-87.38542,36.12318,"A"
-84.48414,35.18597,"A"
-84.0458,35.3538,"A"
-86.7074,35.6753,"A"
-83.53575,35.68449,"A"
-86.46987,35.10615,"A"
-87.4769,36.1124,"A"
-83.3032,35.4745,"A"
-89.25397,36.26451,"A"
-86.60155,36.30155,"A"
-86.5104,36.5802,"A"
-84.66167,36.19746,"A"
-86.15759,36.25466,"A"
-84.88466,35.97231,"A"
-98.03333,32.7,"A"
-100.5,36,"A"
-95.32,32.13972,"A"
-94.76362,31.30853,"A"
-97.5,32.15,"A"
-95.5425,32.7943,"A"
-95.37666,30.75,"A"
-95.52722,30.61667,"A"
-94.86958,32.58125,"A"
-97.8375,33.29083,"A"
-95.01264,31.90791,"A"
-97.04361,33.48028,"A"
-94.3,32.68,"A"
-95.48833,31.35833,"A"
-98.055,31.11611,"A"
-95.60834,30.23333,"A"
-102.6922,31.27278,"A"
-94.89778,30.73861,"A"
-95.06667,33.67056,"A"
-95.16028,33.64555,"A"
-94.63458,31.91708,"A"
-99.18778,33.16972,"A"
-95.58334,30.52361,"A"
-95.76861,33.48,"A"
-95.80556,32.57306,"A"
-94.965,32.27444,"A"
-95.60861,32.38,"A"
-103.7439,30.77722,"A"
-98.35,33.13333,"A"
-95.19722,33.845,"A"
-94.59222,32.68945,"A"
-95.8775,33.46333,"A"
-97.54944,32.17194,"A"
-94.90528,32.35306,"A"
-94.41528,30.775,"A"
-95.82056,33.26222,"A"
-96.10222,32.94722,"A"
-94.37444,32.04361,"A"
-102.3881,31.06278,"A"
-96.00306,33.19944,"A"
-94.7375,32.33528,"A"
-96.84806,33.69,"A"
-95.83639,33.82083,"A"
-100.4161,31.45417,"A"
-95.90694,33.61666,"A"
-96.78917,33.71472,"A"
-94.35722,33.28333,"A"
-94.16666,32.8,"A"
-95.27361,33.66666,"A"
-94.2,32.62194,"A"
-94.52,32.62389,"A"
-94.15,32.58333,"A"
-95.61056,32.69028,"A"
-94.85,30.26667,"A"
-98.08611,30.38667,"A"
-94.2,32.05806,"A"
-94.79333,30.26861,"A"
-94.82,30.10305,"A"
-94.86667,30.08333,"A"
-94.9,32.51667,"A"
-94.25694,33.07639,"A"
-94.83334,29.88528,"A"
-95.09167,30.475,"A"
-96.29222,29.17805,"A"
-96.25,29.38333,"A"
-96.71,29.02611,"A"
-101.3903,32.24083,"A"
-93.61667,30.72028,"A"
-95.21667,32.18333,"A"
-97.83334,32.78611,"A"
-94.86667,30.41667,"A"
-94.68333,32.01667,"A"
-94.72334,33.03333,"A"
-95.6,32.16139,"A"
-94.14306,32.01083,"A"
-94.85,30.01667,"A"
-96.01666,28.97944,"A"
-95.63,30.6,"A"
-95.00833,30.40833,"A"
-93.94,30.41667,"A"
-95.3,30.63333,"A"
-95.32,30.31667,"A"
-98.09234,32.04417,"A"
-94.70139,30.71139,"A"
-94.32139,33.09625,"A"
-95.28653,30.3343,"A"
-97.05903,33.77528,"A"
-94.47903,31.0232,"A"
-93.972,30.83315,"A"
-93.7,30.8,"A"
-98.3298,32.8269,"A"
-95.6669,31.6212,"A"
-95.46671,32.85232,"A"
-95.23958,33.36867,"A"
-95.59745,31.1683,"A"
-93.8117,30.12615,"A"
-101.667,34.93243,"A"
-98.68465,29.56835,"A"
-95.37101,31.82347,"A"
-95.10654,30.302,"A"
-94.45095,31.2371,"A"
-96.12524,31.93425,"A"
-95.12381,30.43703,"A"
-95.17966,30.31363,"A"
-95,32,"A"
-97.61,32.675,"A"
-97.61,32.675,"A"
-95.12872,32.24271,"A"
-111.3481,37.8058,"A"
-111.6992,40.3857,"A"
-110.9315,40.028,"A"
-111.75,41.5,"A"
-109.9,40.5,"A"
-112.35,38.225,"A"
-111.4988,41.43135,"A"
-112.5,38,"A"
-111.5281,41.5343,"A"
-111.0837,40.92128,"A"
-109.5143,40.86765,"A"
-113.7382,37.182,"A"
-112.0179,41.7086,"A"
-111.5333,41.96181,"A"
-111.8038,40.91689,"A"
-77.36115,38.52019,"A"
-79.77946,38.05408,"A"
-80.82856,37.29854,"A"
-78.53718,38.36911,"A"
-80.38748,37.02759,"A"
-81.09017,37.22647,"A"
-80.13276,37.2423,"A"
-76.6658,37.72693,"A"
-77.97089,38.02516,"A"
-78.55758,36.63931,"A"
-79.052,37.585,"A"
-79.82829,37.06266,"A"
-80.98215,36.74465,"A"
-79.57,37.54,"A"
-80.5378,37.3557,"A"
-77.23238,38.741,"A"
-80.48,36.745,"A"
-78.33453,38.73048,"A"
-77.90815,37.047,"A"
-78.6205,38.9766,"A"
-77.34673,38.48342,"A"
-79.36079,36.5587,"A"
-72.7051,43.4654,"A"
-122.6228,46.05333,"A"
-121.2802,47.3178,"A"
-122.3003,47.0274,"A"
-121.5478,46.295,"A"
-117.7619,48.65528,"A"
-124.7312,48.1609,"A"
-122.4089,45.8581,"A"
-117.9458,46.37944,"A"
-117.9592,46.48917,"A"
-123.1175,46.1903,"A"
-122.9179,47.7079,"A"
-123.3893,46.9782,"A"
-121.4142,47.425,"A"
-123.5894,47.33694,"A"
-123.8886,47.2475,"A"
-121.5708,45.81611,"A"
-122.0111,47.8925,"A"
-123.8793,46.7818,"A"
-123.3769,47.9261,"A"
-117.8106,48.78389,"A"
-123.8792,47.41306,"A"
-123.4822,47.0033,"A"
-121.9258,47.2831,"A"
-122.1806,47.29944,"A"
-121.7713,47.1826,"A"
-122.3454,47.5279,"A"
-122.7063,47.7613,"A"
-121.2303,45.75806,"A"
-123.0966,47.1305,"A"
-123.3261,48.0985,"A"
-121.9572,48.0028,"A"
-122.8858,47.27667,"A"
-117.4214,48.75528,"A"
-117.4161,48.74111,"A"
-117.3347,48.65083,"A"
-122.6869,46.94913,"A"
-121.4642,47.01278,"A"
-122.782,47.3704,"A"
-122.6869,46.94917,"A"
-122.1767,46.71833,"A"
-121.4642,47.01278,"A"
-122.2778,48.36861,"A"
-122.0144,45.66194,"A"
-122.1379,46.385,"A"
-122.2083,46.27583,"A"
-122.1572,46.15194,"A"
-122.0194,45.62778,"A"
-122.2375,45.74639,"A"
-121.9425,48.2475,"A"
-122.0958,48.11556,"A"
-121.3819,48.1472,"A"
-122.0447,47.9817,"A"
-121.6647,47.7853,"A"
-122.4133,46.803,"A"
-122.7669,46.985,"A"
-122.1694,46.9974,"A"
-120.6694,46.71444,"A"
-121.0939,46.97944,"A"
-120.8681,46.24639,"A"
-121.7753,45.69833,"A"
-121.6769,48.21167,"A"
-123.82,47.93722,"A"
-122.1852,47.1772,"A"
-122.1833,47.2416,"A"
-122.1656,48.8178,"A"
-122.2963,46.5672,"A"
-122.2739,46.55861,"A"
-122.2739,46.55861,"A"
-122.2988,46.5579,"A"
-122.2825,47.4549,"A"
-121.7692,48.1278,"A"
-120.1211,48.36361,"A"
-119.3172,46.23361,"A"
-122.4369,46.61583,"A"
-121.3314,48.2681,"A"
-120.2955,47.35305,"A"
-118.0711,46.03944,"A"
-118.0519,46.0675,"A"
-122.382,46.9382,"A"
-123.6288,46.9705,"A"
-119.7084,48.95835,"A"
-122.5322,45.7811,"A"
-121.3055,46.0722,"A"
-121.2543,48.5149,"A"
-121.2309,47.3338,"A"
-121.5863,46.67111,"A"
-122.69,46.96515,"A"
-122.1652,46.766,"A"
-121.51,47.0466,"A"
-121.6738,48.86,"A"
-122.4988,46.3261,"A"
-121.9008,47.6068,"A"
-123.1875,46.1911,"A"
-122.5855,46.3758,"A"
-122.1983,46.7002,"A"
-121.5344,47.0183,"A"
-121.3114,47.6181,"A"
-122.9627,46.6622,"A"
-121.9063,45.8083,"A"
-122.028,46.3105,"A"
-121.745,48.53944,"A"
-121.9658,47.288,"A"
-122.4275,46.5347,"A"
-123.2135,47.8306,"A"
-121.6279,47.0019,"A"
-121.5867,46.67389,"A"
-121.5863,46.6711,"A"
-120.9855,45.9358,"A"
-122.2156,48.76075,"A"
-123.5439,46.33425,"A"
-117.2776,48.83558,"A"
-122.7919,47.94056,"A"
-120.4474,46.4984,"A"
-123.6081,46.35639,"A"
-122.3985,45.8331,"A"
-123.8763,47.4259,"A"
-121.0909,46.80505,"A"
-123.2022,47.4028,"A"
-121.6352,47.8573,"A"
-122.8294,46.0471,"A"
-117.9793,46.0573,"A"
-122.5344,47.763,"A"
-124.072,46.81045,"A"
-122.2187,47.39,"A"
-121.9256,46.3105,"A"
-122.4076,45.8911,"A"
-121.8943,47.87725,"A"
-122.2356,47.0958,"A"
-122.4078,48.68985,"A"
-121.95,46.05,"A"
-117.3606,47.62769,"A"
-121.5287,47.485,"A"
-121.6009,43.74251,"A"
-122.2917,47.18556,"A"
-120.0745,48.321,"A"
-122.54,47.79,"A"
-122.8833,47.28069,"A"
-123.8161,46.98621,"A"
-121.8668,48.35552,"A"
-122.2339,45.74715,"A"
-122.3055,47.14385,"A"
-123.9718,47.3631,"A"
-121.9749,47.7393,"A"
-120.7772,48.19923,"A"
-122.4966,47.74897,"A"
-119.187,48.32956,"A"
-122.3076,46.84565,"A"
-122.3219,47.45411,"A"
-122.0282,47.01562,"A"
-119.7085,48.9588,"A"
-122.645,48.39936,"A"
-123.3749,46.60207,"A"
-123.2902,47.00625,"A"
-120.6599,48.31199,"A"
-122.3045,46.52352,"A"
-121.5763,46.67816,"A"
-123.2182,47.49865,"A"
-123.1742,46.98278,"A"
-122.1183,46.75468,"A"
-122.3234,47.4506,"A"
-123.8343,47.50319,"A"
-122.1979,47.75034,"A"
-121.7666,47.43534,"A"
-123.8165,46.4205,"A"
-121.6548,47.48176,"A"
-121.25,46.85,"A"
-123.7727,46.94102,"A"
-121.9418,47.13485,"A"
-121.1859,47.70178,"A"
-122.3431,46.2965,"A"
-121.7427,47.57576,"A"
-122.2719,46.84748,"A"
-122.3898,45.90052,"A"
-122.215,48.308,"A"
-121.6962,48.32675,"A"
-122.2214,47.17295,"A"
-121.5298,47.12045,"A"
-122.4331,46.88234,"A"
-122.7746,46.63477,"A"
-121.6314,45.96112,"A"
-123.3678,48.08955,"A"
-88.51969,44.8491,"A"
-91.71295,45.5,"A"
-90.0411,44.6543,"A"
-89.6965,45.89832,"A"
-88.16359,45.33418,"A"
-90.51659,45.78177,"A"
-89.67523,45.22849,"A"
-88.7829,45.56326,"A"
-90.51145,45.7743,"A"
-89.16425,45.5051,"A"
-90.444,45.775,"A"
-92.4573,45.1097,"A"
-90.7221,44.3801,"A"
-89.9905,45.0902,"A"
-91.3171,44.4049,"A"
-91.49319,46.10445,"A"
-90.42001,45.73271,"A"
-87.73608,45.02046,"A"
-92.03925,44.75668,"A"
-80.37878,39.52122,"A"
-80.11329,39.54114,"A"
-79.3434,38.87813,"A"
-79.42547,38.95242,"A"
-82.59822,38.12764,"A"
-80.60419,38.32548,"A"
-81.16211,39.21833,"A"
-79.43762,39.0417,"A"
-80.68192,40.1333,"A"
-81.85806,39.01972,"A"
-80.7582,37.6541,"A"
-80.03149,38.6685,"A"
-81.29745,37.58135,"A"
-77.9407,39.5392,"A"
-79.5375,39.6995,"A"
-81.70641,38.2128,"A"
-82.59348,38.35727,"A"
-78.49429,39.5226,"A"
-79.95418,39.03496,"A"
-81.1271,37.32091,"A"
-80.01335,37.5313,"A"
-79.3762,38.835,"A"
-80.51374,38.33109,"A"
-79.3686,38.835,"A"
-79.47325,38.8926,"A"
-79.4016,38.8409,"A"
-80.64685,37.50965,"A"
-78.94501,39.335,"A"
-81.5722,38.2383,"A"
-81.095,37.7,"A"
-79.01405,39.26188,"A"
-80.9075,37.7929,"A"
-80.3616,37.9937,"A"
-80.17,37.445,"A"
-81.68124,37.2875,"A"
-79.4593,39.10023,"A"
-82.28279,38.16391,"A"
-80.71875,37.9208,"A"
-80.23375,39.1611,"A"
-80.27,38.98,"A"
-80.1177,38.1882,"A"
-110.0042,44.50132,"A"
-109.7935,44.45584,"A"
-109.6824,44.49817,"A"
-109.5113,44.48134,"A"
-110.4165,46.79165,"A"
-110.4165,46.79165,"A"
-110.5,44.58333,"A"
-111.05,41.25,"A"
-110.5,41.2,"A"
-108.9245,42.9919,"A"
-156.75,69.5,"B"
-149.7667,61.09085,"B"
-132.7333,55.4555,"B"
-155.981,57.7566,"B"
-142.7691,63.98869,"B"
-85.57415,33.7065,"B"
-85.8175,33.48665,"B"
-86.5653,32.4456,"B"
-86.255,31.29,"B"
-86.00004,33.00014,"B"
-86.2952,33.6332,"B"
-85.925,31.85,"B"
-86.97057,34.73139,"B"
-87.29,31.99,"B"
-88.34223,30.47612,"B"
-85.2222,32.6825,"B"
-85.21545,32.67715,"B"
-86.86,33.1,"B"
-85.7075,31.35,"B"
-85.87055,33.46345,"B"
-87.5047,31.20325,"B"
-86.59747,34.55946,"B"
-87.95277,34.8986,"B"
-92.25139,36.37139,"B"
-90.18444,35.14639,"B"
-93.8417,33.31194,"B"
-94.07806,36.25639,"B"
-93.76,36.34389,"B"
-92.70348,34.52473,"B"
-92.58,34.47,"B"
-92.943,35.8019,"B"
-93.23111,34.39,"B"
-92.55472,36.36,"B"
-92.44583,35.77,"B"
-93.94389,36.13361,"B"
-94.0679,35.1759,"B"
-91.97,35.07,"B"
-93.17056,34.31611,"B"
-91.51528,35.69958,"B"
-90.95902,34.97181,"B"
-93.45042,35.06144,"B"
-93.42848,35.15193,"B"
-94.09966,33.94073,"B"
-92.22704,34.56384,"B"
-110.9986,34.4274,"B"
-111.5228,34.96295,"B"
-110.175,32.65,"B"
-111.6259,35.1394,"B"
-109.355,33.9,"B"
-109.155,35.97,"B"
-111.8907,34.7706,"B"
-110.9583,34.33335,"B"
-109.14,36.28,"B"
-112.05,34.7,"B"
-112,36.4,"B"
-111.08,34.475,"B"
-111.7,35.09,"B"
-112.19,36.74,"B"
-111.375,34.425,"B"
-110.98,34.35,"B"
-110.9725,34.34,"B"
-111.675,35.3,"B"
-110.0632,34.27139,"B"
-111.4925,34.375,"B"
-111.4,34.575,"B"
-111.7101,35.33069,"B"
-110.177,31.63,"B"
-110.925,33.825,"B"
-112.0934,36.3431,"B"
-112.53,34.45,"B"
-109.9643,32.7071,"B"
-110.4829,34.0425,"B"
-109.11,36.225,"B"
-120.3292,41.72278,"B"
-123.9,41.16,"B"
-119.7111,38.14167,"B"
-120.8275,39.01917,"B"
-120.7053,38.30056,"B"
-119.9997,37.89917,"B"
-118.4244,35.75472,"B"
-119.2386,37.23667,"B"
-123.793,41.8607,"B"
-119.984,38.23243,"B"
-119.7275,38.29116,"B"
-119.9811,38.19753,"B"
-119.7489,38.31722,"B"
-121.0158,39.94278,"B"
-120.5414,41.48722,"B"
-120.0522,38.1625,"B"
-120.0522,38.1625,"B"
-120.0083,38.19833,"B"
-120.8169,39.02028,"B"
-120.0508,38.05141,"B"
-121.8881,40.4925,"B"
-119.9811,38.19753,"B"
-124.0644,41.30056,"B"
-118.9592,37.65028,"B"
-120.2867,38.27194,"B"
-120.1039,38.07584,"B"
-120.2667,38.05,"B"
-119.0736,37.78861,"B"
-118.6744,36.22306,"B"
-120.6672,39.30056,"B"
-119.0139,37.33694,"B"
-121.0803,38.90222,"B"
-122.3906,40.58667,"B"
-120.0914,38.9575,"B"
-120.0914,38.9575,"B"
-123.7481,41.37861,"B"
-120.0397,38.45861,"B"
-121.7314,40.53806,"B"
-120.1547,38.18389,"B"
-119.9924,38.24805,"B"
-121.015,39.26167,"B"
-123.8042,39.44583,"B"
-118.5272,36.10556,"B"
-121.2733,39.64306,"B"
-118.9689,37.07944,"B"
-119.4275,37.69639,"B"
-120.0389,38.46472,"B"
-123.6283,40.94083,"B"
-118.6078,35.56805,"B"
-124.2006,41.75611,"B"
-118.3356,35.51222,"B"
-119.235,37.23167,"B"
-120.3689,38.20444,"B"
-119.7519,38.32417,"B"
-123.1778,41.31917,"B"
-119.8208,38.77778,"B"
-120.2392,38.99778,"B"
-120.2603,38.31944,"B"
-123.2208,40.0625,"B"
-118.5821,35.44986,"B"
-120.5856,38.76139,"B"
-118.6092,36.4525,"B"
-123.4908,40.20556,"B"
-123.24,38.51639,"B"
-119.8609,37.81269,"B"
-122.6986,40.98333,"B"
-121.42,39.08,"B"
-120.2636,38.03305,"B"
-123.3264,40.37639,"B"
-120.4683,39.11167,"B"
-119.8208,38.77778,"B"
-120.8294,39.5575,"B"
-123.6581,41.23528,"B"
-119.8792,38.2395,"B"
-122.8719,40.9913,"B"
-120.8983,39.21667,"B"
-122.6361,41.72944,"B"
-122.33,40.755,"B"
-120.3536,38.25472,"B"
-124.0586,41.28694,"B"
-120.0047,38.4775,"B"
-122.585,38.415,"B"
-120.5619,38.71806,"B"
-123.115,39.83,"B"
-121.675,40.88,"B"
-118.9656,37.2725,"B"
-121.4822,39.53722,"B"
-120.5264,38.39917,"B"
-121.5027,39.55249,"B"
-122.7,38.75,"B"
-120.0491,38.45799,"B"
-123.15,39.25,"B"
-119.4626,37.83074,"B"
-118.5347,36.05361,"B"
-123.7,40.85,"B"
-120.0969,38.96,"B"
-120.5764,38.91185,"B"
-118.9614,37.2804,"B"
-118.1729,36.1894,"B"
-120.6049,38.9037,"B"
-119.9501,38.6167,"B"
-118.9591,35.2673,"B"
-120.0023,34.60665,"B"
-120.0833,37.4583,"B"
-123.6667,41.25,"B"
-121.9167,40.4999,"B"
-119.54,38.29165,"B"
-123.375,41.8111,"B"
-122.1675,40.75,"B"
-118.225,34.25,"B"
-117.8333,34.2802,"B"
-120.7413,40.43298,"B"
-120.914,39.374,"B"
-120.1862,38.23475,"B"
-120.1666,39.0833,"B"
-122.2333,40.8833,"B"
-124.2,40.3,"B"
-123.4439,39.06583,"B"
-119.801,38.3958,"B"
-120.4187,39.41546,"B"
-121.845,37.055,"B"
-120.245,38.015,"B"
-118.9386,37.1303,"B"
-118.8741,37.28675,"B"
-120.0416,38.20835,"B"
-118.1666,36.1999,"B"
-119,37.5999,"B"
-119.2481,37.90613,"B"
-120.0825,38.80435,"B"
-118.3743,37.15889,"B"
-121.0479,38.95285,"B"
-123.292,41.23598,"B"
-117.9667,35.7,"B"
-118.2084,36.07081,"B"
-118.5333,37.76666,"B"
-119.864,38.17625,"B"
-124.0101,40.35259,"B"
-120.0397,38.09832,"B"
-116.7,33.66675,"B"
-120.125,38.375,"B"
-117.0416,34.04165,"B"
-119.2167,38.04165,"B"
-118.3804,35.5803,"B"
-118.375,35.95835,"B"
-124.1417,41.84998,"B"
-118.625,35.17748,"B"
-120.0459,38.03917,"B"
-122.6417,40.8333,"B"
-116.7944,34.2556,"B"
-122.7,41.1139,"B"
-118.4538,34.66363,"B"
-118.3302,35.12931,"B"
-119.118,37.79337,"B"
-119.9,55.3,"B"
-112.6921,54.88394,"B"
-119.2044,53.53485,"B"
-119.152,55.404,"B"
-112.76,50.7,"B"
-112.9413,49.9818,"B"
-113.4698,54.27101,"B"
-114.7982,51.03149,"B"
-115.0964,51.35316,"B"
-117.18,54.7,"B"
-114.7861,51.20306,"B"
-117.7728,53.13605,"B"
-115.0944,50.55219,"B"
-125.2581,49.70889,"B"
-125.1676,49.5368,"B"
-116.1386,50.50041,"B"
-120.105,53.24,"B"
-124.2721,53.53125,"B"
-121.8,49.25,"B"
-125.5634,50.09222,"B"
-117.0654,49.82221,"B"
-121.85,49.2605,"B"
-120.1173,50.7395,"B"
-122.5,58.5,"B"
-119.7497,49.69263,"B"
-116.96,51.3,"B"
-119.0812,50.61847,"B"
-116.1654,51.26903,"B"
-122.7746,49.72417,"B"
-123.84,49.53,"B"
-121.6101,50.99847,"B"
-119.5143,50.03625,"B"
-118.7652,50.24532,"B"
-123.9035,48.87097,"B"
-120.966,50.05149,"B"
-121.6064,49.32014,"B"
-119.0626,50.42139,"B"
-129.4015,56.54958,"B"
-122.3269,49.48486,"B"
-121.3222,49.53402,"B"
-119.5089,43.27355,"B"
-120.6502,55.9027,"B"
-125.4051,49.58458,"B"
-121.8785,50.94152,"B"
-123.8713,49.0489,"B"
-117.8775,50.57889,"B"
